Mod,Plot,Type,Distance,Side,UniqueID,Altitude,Decl1,Decl2,Decl3,Decl4,Aspecto,Prof1,Prof2,Prof3,Prof4,Rocha1,Rocha2,Rocha3,Rocha4,Solo1,Solo2,Solo3,Solo4,Biom1,Biom2,Biom3,Biom4,Serra1,Serra2,Serra3,Serra4,esp_serra1,esp_serra2,esp_serra3,esp_serra4,grimpa1,grimpa2,grimpa3,grimpa4,hmax,dossel,agua,Gado,Veg,Fogo,tipo.veg,obs,obs2,data,Biomass_mean,Serra_mean,Species_richness
1,M01R01,Ripária,75,E,TN1169_75_E,1390.0,1.0,1.0,1.0,1.0,340.0,22.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,8.0,90.0,90.0,80.0,92.0,3.5,3.5,1.5,2.2,70.0,8.0,18.0,20.0,17.0,42.3790625,100.0,1.0,,,FOM,,,11/2/2020,12.0,88.0,10.7
1,M01R01,Ripária,125,E,TN1169_125_E,1390.0,5.0,5.0,5.0,5.0,30.0,51.0,51.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,50.0,50.0,50.0,70.0,50.0,0.9,0.5,2.0,2.5,0.0,15.0,0.0,8.0,17.0,61.99729167,100.0,1.0,,,FOM,,,11/2/2020,45.0,55.0,5.9
1,M01R01,Ripária,175,E,TN1169_175_E,1390.0,3.0,3.0,3.0,3.0,60.0,2.0,8.0,12.0,25.0,0.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,50.0,8.0,10.0,15.0,45.0,77.0,65.0,75.0,0.5,1.5,1.0,2.0,5.0,0.0,0.0,2.0,12.0,59.72541667,100.0,1.0,,,FOM,Estrada 2m do rio,,11/2/2020,20.75,65.5,5.0
1,M01R01,Ripária,225,E,TN1169_225_E,1390.0,27.0,18.0,30.0,32.0,50.0,5.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,100.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,56.58666667,100.0,1.0,,,FOM,Estrada 2m do rio,,11/2/2020,96.25,0.0,0.0
1,M01R01,Ripária,25,D,TN1169_25_D,1390.0,15.5,20.0,13.0,18.0,225.0,30.0,35.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,2.0,80.0,90.0,100.0,98.0,5.5,5.0,5.0,5.4,30.0,20.0,15.0,8.0,11.0,36.3346875,100.0,1.0,,,FOM,,,11/2/2020,8.0,92.0,20.9
1,M01R01,Ripária,75,D,TN1169_75_D,1390.0,31.5,33.3,19.7,17.5,240.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,99.0,97.0,96.0,95.0,2.0,3.0,2.5,1.5,0.0,0.0,5.0,2.0,15.0,15.69208333,100.0,1.0,,,FOM,,,11/2/2020,3.25,96.75,9.0
1,M01R01,Ripária,125,D,TN1169_125_D,1390.0,1.8,3.8,7.0,3.0,250.0,8.0,5.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,0.0,96.0,90.0,95.0,100.0,1.0,0.9,2.0,1.5,95.0,80.0,90.0,90.0,17.0,26.33416667,100.0,1.0,,,FOM,,,11/2/2020,4.75,95.25,5.4
1,M01R01,Ripária,175,D,TN1169_175_D,1390.0,0.1,0.1,0.1,0.1,210.0,25.0,24.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,10.0,40.0,70.0,90.0,90.0,60.0,1.5,2.0,2.8,1.5,5.0,25.0,40.0,15.0,18.0,18.71,100.0,1.0,,,FOM,,,11/2/2020,22.5,77.5,7.8
1,M01R01,Ripária,225,D,TN1169_225_D,1390.0,0.1,0.1,0.1,0.1,240.0,51.0,8.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,85.0,90.0,10.0,0.0,15.0,10.0,0.1,0.1,0.3,0.2,5.0,0.0,5.0,5.0,12.0,45.0859375,100.0,1.0,,,FOM,,,11/2/2020,91.25,8.75,0.7
1,M01R01,Ripária,25,C,TN1169_25_C,1390.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,73.80604167,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R01,Ripária,75,C,TN1169_75_C,1390.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,71.545,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R01,Ripária,125,C,TN1169_125_C,1390.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,42.45145833,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R01,Ripária,175,C,TN1169_175_C,1390.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,56.05947917,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R01,Ripária,225,C,TN1169_225_C,1390.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,82.0403125,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R02,Ripária,25,E,TN4000_25_E,1504.0,15.0,15.0,15.0,15.0,45.0,40.0,15.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,6.0,7.0,5.0,7.0,40.0,40.0,25.0,5.0,14.0,12.36822917,100.0,1.0,,,FOM,,,11/3/2020,0.0,100.0,25.0
1,M01R02,Ripária,75,E,TN4000_75_E,1504.0,5.0,8.0,3.0,3.0,40.0,21.0,25.0,36.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,5.0,6.0,92.0,98.0,95.0,94.0,2.1,4.0,3.0,2.5,5.0,10.0,50.0,25.0,13.0,20.55604167,100.0,1.0,,,FOM,,,11/3/2020,5.25,94.75,11.6
1,M01R02,Ripária,125,E,TN4000_125_E,1504.0,8.0,8.0,8.0,8.0,355.0,51.0,40.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,99.0,98.0,100.0,100.0,10.0,12.0,5.0,3.0,0.0,0.0,0.0,0.0,10.0,31.96427083,100.0,1.0,,,FOM,,,11/3/2020,0.75,99.25,30.0
1,M01R02,Ripária,175,E,TN4000_175_E,1504.0,0.1,0.1,0.1,0.1,45.0,10.0,5.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,85.0,30.0,35.0,35.0,15.0,70.0,65.0,1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,8.0,28.04572917,100.0,1.0,,,FOM,,,11/3/2020,53.75,46.25,5.0
1,M01R02,Ripária,225,E,TN4000_225_E,1504.0,5.0,12.0,5.0,5.0,250.0,12.0,8.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,15.0,20.0,70.0,75.0,85.0,80.0,3.0,4.0,4.0,4.0,8.0,25.0,15.0,15.0,17.0,14.80864583,100.0,1.0,,,FOM,,,11/3/2020,22.5,77.5,15.0
1,M01R02,Ripária,25,D,TN4000_25_D,1504.0,15.4,13.5,18.0,17.0,255.0,23.0,18.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,90.0,85.0,85.0,15.0,10.0,15.0,15.0,3.0,3.8,2.5,1.0,10.0,0.0,1.0,0.0,14.0,12.35229167,100.0,1.0,,,FOM,Rio 2m Largura,,11/3/2020,86.25,13.75,10.3
1,M01R02,Ripária,75,D,TN4000_75_D,1504.0,12.0,12.0,12.0,12.0,280.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,4.1,7.0,3.0,7.0,8.0,0.0,5.0,2.0,11.5,13.56833333,100.0,1.0,,,FOM,,,11/3/2020,0.0,100.0,21.1
1,M01R02,Ripária,125,D,TN4000_125_D,1504.0,3.0,3.0,3.0,3.0,240.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,95.0,95.0,95.0,95.0,5.0,4.0,3.0,4.0,2.0,0.0,30.0,10.0,17.0,11.21677083,100.0,1.0,,,FOM,,,11/3/2020,5.0,95.0,16.0
1,M01R02,Ripária,175,D,TN4000_175_D,1504.0,14.0,14.0,14.0,14.0,225.0,12.0,51.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,8.0,95.0,98.0,95.0,92.0,5.5,6.0,5.0,5.0,20.0,10.0,75.0,20.0,18.0,37.13739583,100.0,1.0,,,FOM,Rio 4m Largura,,11/3/2020,5.0,95.0,21.5
1,M01R02,Ripária,225,D,TN4000_225_D,1504.0,13.5,13.5,13.5,13.5,150.0,51.0,15.0,25.0,12.0,0.0,50.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,5.0,95.0,50.0,85.0,55.0,10.0,6.0,5.0,3.2,0.0,0.0,0.0,0.0,10.0,16.14864583,100.0,1.0,,,FOM,,,11/3/2020,6.25,71.25,24.2
1,M01R02,Ripária,25,C,TN4000_25_C,1504.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,15.4278125,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R02,Ripária,75,C,TN4000_75_C,1504.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,23.98916667,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R02,Ripária,125,C,TN4000_125_C,1504.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,42.60239583,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R02,Ripária,175,C,TN4000_175_C,1504.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,20.43364583,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R02,Ripária,225,C,TN4000_225_C,1504.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,11.94375,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R03,Ripária,25,E,S0080_25_E,1460.0,6.0,6.0,6.0,6.0,0.0,3.0,8.0,18.0,5.0,10.0,25.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,85.0,70.0,100.0,55.0,1.5,1.5,1.0,1.4,6.0,40.0,9.0,50.0,19.0,21.48114583,100.0,1.0,,,FOM,,,11/5/2020,3.75,77.5,5.4
1,M01R03,Ripária,75,E,S0080_75_E,1460.0,4.5,4.5,4.5,4.5,20.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,80.0,35.0,55.0,20.0,20.0,65.0,0.4,0.4,0.4,0.4,0.0,0.0,0.0,0.0,8.0,12.74177083,100.0,1.0,,,FOM,,,11/5/2020,60.0,40.0,1.6
1,M01R03,Ripária,125,E,S0080_125_E,1460.0,27.0,27.0,27.0,27.0,95.0,36.0,44.0,5.0,33.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,3.0,98.0,95.0,55.0,97.0,3.0,2.0,2.0,8.0,5.0,6.0,5.0,8.0,18.0,25.8528125,100.0,1.0,,,FOM,ordem dos piquetes: 225=195; 175=145; 125=95; 75=45; 25=225,,11/5/2020,3.75,86.25,15.0
1,M01R03,Ripária,175,E,S0080_175_E,1460.0,27.0,27.0,27.0,27.0,70.0,51.0,22.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,95.0,97.0,98.0,100.0,7.0,5.0,10.0,7.5,0.0,0.0,0.0,0.0,15.5,19.37322917,100.0,1.0,,,FOM,,,11/5/2020,2.5,97.5,29.5
1,M01R03,Ripária,225,E,S0080_225_E,1460.0,9.0,1.0,3.0,0.1,75.0,40.0,44.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,8.0,95.0,100.0,95.0,92.0,5.5,3.0,4.0,5.5,10.0,15.0,11.0,5.0,16.0,29.41291667,100.0,1.0,,,FOM,,,11/5/2020,4.5,95.5,18.0
1,M01R03,Ripária,25,D,S0080_25_D,1460.0,13.0,13.0,13.0,13.0,310.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,95.0,80.0,75.0,15.0,5.0,20.0,25.0,1.0,0.5,0.5,1.0,8.0,5.0,20.0,25.0,15.0,66.3803125,100.0,1.0,,,FOM,,,11/5/2020,83.75,16.25,3.0
1,M01R03,Ripária,75,D,S0080_75_D,1460.0,35.0,35.0,35.0,35.0,260.0,10.0,5.0,5.0,12.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,75.0,100.0,100.0,90.0,5.9,7.1,6.0,7.0,75.0,90.0,90.0,50.0,17.0,42.2015625,100.0,1.0,,,FOM,,,11/5/2020,0.0,91.25,26.0
1,M01R03,Ripária,125,D,S0080_125_D,1460.0,1.5,1.5,1.5,1.5,0.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,15.0,10.0,70.0,75.0,85.0,90.0,0.5,0.5,0.5,0.5,8.0,0.0,10.0,6.0,20.0,15.47677083,100.0,1.0,,,FOM,,,11/5/2020,20.0,80.0,2.0
1,M01R03,Ripária,175,D,S0080_175_D,1460.0,24.0,24.0,24.0,24.0,240.0,1.0,51.0,32.0,28.0,75.0,5.0,10.0,40.0,0.0,0.0,0.0,0.0,10.0,5.0,8.0,8.0,15.0,90.0,82.0,52.0,2.5,0.6,2.5,3.0,10.0,25.0,10.0,20.0,14.0,16.701875,100.0,1.0,,,FOM,Coco gado 210-220 D; 190-200D; 170-190D; 125D; 75 E; 220-230D,,11/5/2020,7.75,59.75,8.6
1,M01R03,Ripária,225,D,S0080_225_D,1460.0,48.0,48.0,48.0,48.0,272.0,35.0,9.0,51.0,22.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,99.0,72.0,72.0,98.0,7.0,5.5,4.0,3.0,0.0,15.0,0.0,5.0,7.0,65.49541667,100.0,1.0,,,FOM,Largura ponto 25 6 metros; p225 4m; p125 10 m,,11/5/2020,2.25,85.25,19.5
1,M01R03,Ripária,25,C,S0080_25_C,1460.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,35.960625,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R03,Ripária,75,C,S0080_75_C,1460.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,8.0078125,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R03,Ripária,125,C,S0080_125_C,1460.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,39.65479167,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R03,Ripária,175,C,S0080_175_C,1460.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,53.2046875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R03,Ripária,225,C,S0080_225_C,1460.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,77.46666667,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R05,Ripária,25,E,L859_25_E,1455.0,13.5,13.5,13.5,13.5,5.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,0.0,98.0,92.0,98.0,100.0,1.0,2.0,1.4,1.5,0.0,0.0,0.0,0.0,6.0,40.9759375,100.0,1.0,,,FOM,,,11/5/2020,3.0,97.0,5.9
1,M01R05,Ripária,75,E,L859_75_E,1455.0,36.5,36.5,36.5,36.5,330.0,51.0,51.0,22.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,6.0,7.0,12.0,12.0,90.0,25.0,45.0,10.0,11.0,43.27927083,100.0,1.0,,,FOM,Largura rio: 6 m,,11/5/2020,0.0,100.0,37.0
1,M01R05,Ripária,125,E,L859_125_E,1455.0,36.0,36.0,36.0,36.0,335.0,18.0,0.0,0.0,25.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,95.0,0.0,0.0,90.0,3.0,0.0,0.0,2.5,5.0,0.0,0.0,3.0,10.0,16.95229167,100.0,1.0,,,FOM,,,11/5/2020,1.25,46.25,5.5
1,M01R05,Ripária,175,E,L859_175_E,1455.0,34.5,34.5,34.5,34.5,320.0,30.0,12.0,26.0,31.0,15.0,5.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,75.0,95.0,95.0,100.0,5.0,13.0,6.0,9.0,0.0,0.0,0.0,0.0,4.0,29.34010417,100.0,1.0,,,FOM,,,11/5/2020,0.0,91.25,33.0
1,M01R05,Ripária,225,E,L859_225_E,1455.0,75.0,75.0,75.0,75.0,340.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.12979167,100.0,1.0,,,FOM,foto foi embaixo,,11/5/2020,0.0,0.0,0.0
1,M01R05,Ripária,25,D,L859_25_D,1455.0,8.0,8.0,8.0,8.0,210.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,8.0,95.0,95.0,92.0,92.0,2.5,2.0,1.5,1.5,30.0,15.0,5.0,10.0,11.0,15.0953125,100.0,1.0,,,FOM,gado 20-30 d + e,,11/5/2020,6.5,93.5,7.5
1,M01R05,Ripária,75,D,L859_75_D,1455.0,23.5,23.5,23.5,23.5,215.0,51.0,15.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,7.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,15.32354167,100.0,1.0,,,FOM,,,11/5/2020,0.0,100.0,33.0
1,M01R05,Ripária,125,D,L859_125_D,1455.0,33.5,33.5,33.5,33.5,185.0,34.0,9.0,51.0,31.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,100.0,8.0,6.0,4.0,9.0,10.0,4.0,15.0,15.0,7.0,15.61520833,100.0,1.0,,,FOM,gado 120-130; 150-160,,11/5/2020,0.0,87.5,27.0
1,M01R05,Ripária,175,D,L859_175_D,1455.0,18.0,18.0,18.0,18.0,170.0,10.0,30.0,19.0,25.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,60.0,100.0,8.0,6.0,9.0,10.0,85.0,20.0,10.0,30.0,20.0,9.055625,100.0,1.0,,,FOM,largura rio: 8 m,,11/5/2020,0.0,90.0,33.0
1,M01R05,Ripária,225,D,L859_225_D,1455.0,46.5,46.5,46.5,46.5,145.0,8.0,6.0,15.0,10.0,30.0,0.0,10.0,5.0,10.0,5.0,0.0,5.0,5.0,2.0,0.0,5.0,55.0,93.0,90.0,85.0,0.5,1.5,7.5,2.0,2.0,0.0,10.0,0.0,10.0,11.93802083,100.0,1.0,,,FOM,largura rio 10 m,,11/5/2020,3.0,80.75,11.5
1,M01R05,Ripária,25,C,L859_25_C,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,85.53791667,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R05,Ripária,75,C,L859_75_C,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,68.71614583,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R05,Ripária,125,C,L859_125_C,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,57.8071875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R05,Ripária,175,C,L859_175_C,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,49.484375,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
1,M01R05,Ripária,225,C,L859_225_C,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,43.91802083,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,25,J,TW500_25_J,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,75,J,TW500_75_J,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,125,J,TW500_125_J,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,175,J,TW500_175_J,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,225,J,TW500_225_J,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,25,M,TW500_25_M,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
2,M02T01,Terrestre,75,M,TW500_75_M,1455.0,15.0,14.0,14.5,14.0,210.0,33.0,30.0,30.0,31.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,88.0,89.0,85.0,90.0,2.5,3.0,2.8,2.6,0.0,0.0,0.0,0.0,11.0,21.54421875,100.0,1.0,,,FOM,,,,5.0,88.0,10.9
