Antigo,Novo,Existência,Mod,Plot,Type,Distance,Side,UniqueID,Altitude,Decl1,Decl2,Decl3,Decl4,Aspecto,Prof1,Prof2,Prof3,Prof4,Rocha1,Rocha2,Rocha3,Rocha4,Solo1,Solo2,Solo3,Solo4,Biom1,Biom2,Biom3,Biom4,Serra1,Serra2,Serra3,Serra4,esp_serra1,esp_serra2,esp_serra3,esp_serra4,grimpa1,grimpa2,grimpa3,grimpa4,hmax,dossel,agua,Gado,Veg,Fogo,tipo.veg,obs,obs2,data
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,75.0,J,TS500_75_J,1500.0,6.5,1.0,3.0,3.0,40.0,13.0,25.0,23.0,27.0,0.0,22.0,6.0,15.0,32.0,73.0,79.0,45.0,8.0,5.0,15.0,40.0,60.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,Valeta nesse ponto,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,125.0,J,TS500_125_J,1500.0,4.0,4.0,4.0,4.0,305.0,33.0,34.0,29.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,10.0,10.0,55.0,85.0,90.0,90.0,0.4,0.5,1.2,1.0,0.0,0.0,0.0,0.0,3.0,97.64291667,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,Gado em toda parcela,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,175.0,J,TS500_175_J,1500.0,4.0,3.0,1.5,0.5,42.0,21.0,14.0,31.0,5.0,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,8.0,10.0,15.0,6.0,92.0,90.0,35.0,14.0,0.5,2.0,0.3,0.5,0.0,0.0,0.0,0.0,2.5,77.2871875,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,225.0,J,TS500_225_J,1500.0,23.0,23.0,23.0,23.0,66.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,,,Baccharis uncinella,,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,25.0,M,TS500_25_M,1500.0,18.8,2.0,6.7,8.6,25.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,10.0,0.5,3.0,1.0,3.0,99.5,89.0,89.0,87.0,2.5,3.0,1.0,0.5,0.0,0.0,0.0,0.5,4.0,96.836875,,Sim,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,75.0,M,TS500_75_M,1500.0,14.0,3.0,6.5,9.0,48.0,38.0,49.0,38.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,60.0,10.0,60.0,20.0,30.0,90.0,15.0,5.0,10.0,1.6,1.4,0.5,2.2,0.0,0.0,0.0,0.0,2.0,100.0,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,125.0,M,TS500_125_M,1500.0,7.0,1.5,8.4,3.5,20.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,7.0,4.0,75.0,92.0,93.0,96.0,1.2,1.5,1.1,1.5,0.0,0.0,0.0,0.0,2.5,86.2225,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,175.0,M,TS500_175_M,1500.0,3.0,1.5,6.0,4.0,340.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,8.0,96.0,96.0,95.0,92.0,1.5,2.5,1.0,1.5,0.0,0.0,0.0,0.0,2.0,93.798125,,Sim,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
TS0500,M01T06,SIM,1.0,M01T06,Terrestre,225.0,M,TS500_225_M,1500.0,10.0,8.0,10.0,13.0,44.0,32.0,29.0,34.0,32.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,1.0,2.0,6.0,78.0,99.0,98.0,94.0,0.5,0.4,1.5,1.0,0.0,6.0,0.0,0.0,12.0,51.5171875,,,"Araucaria angustifolia + Vernonanthura sp. (arbusto, prov montevidensis)",,CAMPO,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,25.0,J,TS1500_25_J,1553.0,36.8,36.8,36.8,36.8,320.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,2.0,97.0,97.0,95.0,98.0,2.0,3.0,5.0,3.0,3.0,5.0,10.0,15.0,13.0,19.78604167,,,,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,75.0,J,TS1500_75_J,1553.0,38.1,38.1,38.1,38.1,320.0,11.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,99.0,98.0,97.0,99.0,2.5,3.0,4.0,2.5,0.0,0.0,0.0,0.0,12.0,16.85770833,,,,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,125.0,J,TS1500_125_J,1553.0,30.9,30.9,30.9,30.9,320.0,23.5,23.5,23.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,98.0,100.0,97.0,95.0,5.0,8.0,5.2,5.0,0.0,0.0,0.0,0.0,8.0,10.548125,,,,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,175.0,J,TS1500_175_J,1553.0,18.9,18.9,18.9,18.9,320.0,19.5,19.5,19.5,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,5.0,90.0,97.0,95.0,95.0,3.2,5.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,12.97854167,,,Myrceugenia glaucescens,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,225.0,J,TS1500_225_J,1553.0,30.1,30.1,30.1,30.1,320.0,25.0,25.0,25.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.0,5.0,90.0,70.0,98.0,95.0,8.0,6.0,6.3,5.0,0.0,0.0,0.0,0.0,8.0,9.7503125,,,,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,25.0,M,TS1500_25_M,1553.0,36.0,36.0,36.0,36.0,320.0,23.0,23.0,23.0,23.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,10.0,8.0,3.0,3.0,5.0,83.0,92.0,97.0,85.0,4.5,5.0,4.0,4.0,8.0,0.0,0.0,10.0,14.0,14.91083333,,,,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,75.0,M,TS1500_75_M,1553.0,25.9,25.9,25.9,25.9,320.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,15.0,5.0,3.0,90.0,85.0,95.0,94.0,2.0,1.5,1.5,3.0,0.0,0.0,3.0,3.0,9.5,16.689375,,,Myrceugenia glaucescens,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,125.0,M,TS1500_125_M,1553.0,32.9,32.9,32.9,32.9,320.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,10.0,8.0,97.0,95.0,90.0,92.0,4.0,1.0,2.0,7.0,0.0,0.0,0.0,3.0,7.0,12.024375,,,Myrceugenia glaucescens,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,175.0,M,TS1500_175_M,1553.0,20.7,20.7,20.7,20.7,320.0,30.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,97.0,95.0,98.0,98.0,3.5,4.1,4.0,3.5,2.0,0.0,0.0,0.0,12.0,14.59,,,Cará,,FOM,,,
TS1500,M01T07,SIM,1.0,M01T07,Terrestre,225.0,M,TS1500_225_M,1553.0,30.4,30.4,30.4,30.4,320.0,16.3,16.3,16.3,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,99.0,95.0,98.0,99.0,5.0,3.5,4.2,4.0,6.0,3.0,10.0,13.0,12.0,6.725,,Sim,,,FOM,,,
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,25.0,J,TS2500_25_J,1625.0,14.0,12.0,9.5,5.0,340.0,51.0,51.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,5.0,95.0,100.0,90.0,95.0,2.2,2.6,3.3,3.7,90.0,90.0,80.0,85.0,14.0,10.06177083,,,Drimys angustifolia,,FOM,corte seletivo (25 j),,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,75.0,J,TS2500_75_J,1625.0,7.0,12.0,14.0,5.0,320.0,10.0,6.0,8.0,12.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,12.0,20.0,30.0,80.0,88.0,80.0,2.1,2.6,4.0,2.4,2.0,2.0,3.0,0.0,12.0,27.02927083,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,125.0,J,TS2500_125_J,1625.0,19.0,22.5,18.0,27.0,330.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,10.0,5.0,3.0,90.0,90.0,95.0,92.0,3.6,3.3,2.8,1.8,3.0,0.0,8.0,0.0,15.0,9.1425,,,,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,175.0,J,TS2500_175_J,1625.0,18.0,80.0,20.0,10.0,320.0,35.0,25.0,40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,97.0,95.0,100.0,100.0,2.0,2.5,4.0,3.0,75.0,95.0,100.0,100.0,16.0,23.065625,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,225.0,J,TS2500_225_J,1625.0,3.0,14.0,5.0,10.0,352.0,51.0,28.0,30.0,35.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,5.0,3.0,88.0,75.0,45.0,97.0,2.5,3.1,3.5,3.2,35.0,46.0,30.0,25.0,16.0,9.468541667,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,25.0,M,TS2500_25_M,1625.0,3.5,17.0,21.0,13.0,318.0,19.0,22.0,25.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,1.0,95.0,98.0,98.0,99.0,5.0,6.0,5.0,4.0,10.0,0.0,0.0,3.0,15.0,19.77770833,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,75.0,M,TS2500_75_M,1625.0,4.5,4.5,4.5,4.5,315.0,29.0,51.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,100.0,99.0,95.0,100.0,6.0,3.3,4.5,4.5,100.0,99.0,95.0,100.0,16.0,13.29833333,,,,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,125.0,M,TS2500_125_M,1625.0,23.0,25.0,12.0,7.0,320.0,25.0,25.0,51.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,85.0,85.0,85.0,85.0,4.2,5.1,4.4,5.0,0.0,0.0,0.0,0.0,12.0,11.68427083,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,175.0,M,TS2500_175_M,1625.0,3.0,10.0,16.0,15.5,50.0,15.0,35.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,15.0,18.0,95.0,95.0,85.0,82.0,1.5,4.0,2.5,5.2,95.0,80.0,50.0,35.0,15.0,15.50375,,,Drimys angustifolia,,FOM,,,11/1/2020
TS2500,M01T08,SIM,1.0,M01T08,Terrestre,225.0,M,TS2500_225_M,1625.0,16.0,7.0,15.0,4.5,315.0,40.0,51.0,35.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,2.0,94.0,94.0,97.0,98.0,2.0,2.0,3.0,1.1,3.0,2.0,0.0,0.0,8.0,7.392916667,,,Drimys angustifolia,,FOM,,,11/1/2020
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,25.0,J,TS3500_25_J,1640.0,5.0,16.0,3.0,10.0,305.0,20.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,95.0,95.0,95.0,95.0,4.0,6.0,4.0,5.5,0.0,0.0,0.0,0.0,5.0,40.96416667,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,75.0,J,TS3500_75_J,1640.0,16.0,10.0,16.0,10.0,295.0,15.0,10.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,100.0,95.0,96.0,92.0,4.0,4.5,2.0,5.0,0.0,0.0,0.0,0.0,4.5,21.05125,,,Myrceugenia glauscecens e Baccharis,,FOM-CAMPO,,,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,125.0,J,TS3500_125_J,1640.0,6.0,7.0,6.0,0.0,335.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,90.0,50.0,60.0,20.0,10.0,50.0,40.0,2.0,3.5,2.0,4.0,0.0,0.0,0.0,0.0,6.0,33.87083333,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,175.0,J,TS3500_175_J,1640.0,18.0,8.0,7.0,6.5,40.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,91.0,92.0,60.0,57.0,6.0,0.0,10.0,3.0,3.0,8.0,30.0,40.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,5.0,78.15427083,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,225.0,J,TS3500_225_J,1640.0,0.0,4.0,9.0,5.0,80.0,32.0,30.0,35.0,33.0,0.0,0.0,0.0,0.0,87.0,90.0,92.0,92.0,13.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,100.0,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,25.0,M,TS3500_25_M,1640.0,6.0,11.0,6.0,13.0,315.0,15.0,8.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,15.0,15.0,50.0,60.0,85.0,85.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,29.38947917,,,,,FOM-CAMPO,20-30 fogo dist 10 a 20 m,,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,75.0,M,TS3500_75_M,1640.0,15.0,7.0,7.0,1.0,285.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,49.775,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,125.0,M,TS3500_125_M,1640.0,2.5,2.5,2.5,2.5,340.0,4.0,6.0,10.0,7.0,0.0,0.0,0.0,0.0,5.0,95.0,40.0,20.0,10.0,5.0,30.0,15.0,85.0,0.0,30.0,65.0,0.5,0.0,1.5,1.0,0.0,0.0,0.0,0.0,7.0,15.1515625,,,Myrceugenia glauscecens,,FOM-CAMPO,120-130m - javali,javali,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,175.0,M,TS3500_175_M,1640.0,16.0,8.0,9.0,8.0,40.0,51.0,51.0,51.0,45.0,0.0,0.0,0.0,0.0,98.0,95.0,90.0,92.0,2.0,5.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,97.56145833,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
TS3500,M01T09,SIM,1.0,M01T09,Terrestre,225.0,M,TS3500_225_M,1640.0,6.5,14.0,3.0,6.0,80.0,35.0,20.0,15.0,30.0,0.0,0.0,0.0,0.0,60.0,65.0,70.0,80.0,40.0,35.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,100.0,,,Campo/Baccharis,Sim,FOM-CAMPO,240-250j - javalis,baccharis queimado,
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,25.0,J,TS4500_25_J,1670.0,3.0,6.7,3.5,8.1,330.0,33.0,33.0,36.0,30.0,0.0,0.0,0.0,0.0,50.0,60.0,65.0,85.0,50.0,40.0,35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,75.0,J,TS4500_75_J,1670.0,11.0,2.0,7.0,1.2,300.0,40.0,40.0,39.0,47.0,0.0,0.0,0.0,0.0,85.0,80.0,85.0,95.0,15.0,20.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,125.0,J,TS4500_125_J,1670.0,6.2,8.5,7.0,0.0,300.0,18.0,24.0,21.0,21.0,0.0,0.0,0.0,0.0,15.0,10.0,45.0,70.0,85.0,90.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,175.0,J,TS4500_175_J,1670.0,6.6,6.0,1.6,5.5,255.0,25.0,30.0,10.0,20.0,0.0,0.0,15.0,0.0,80.0,60.0,50.0,60.0,20.0,40.0,35.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,225.0,J,TS4500_225_J,1670.0,9.0,3.0,2.0,5.0,250.0,25.0,20.0,40.0,20.0,0.0,0.0,0.0,0.0,85.0,35.0,70.0,75.0,15.0,65.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,25.0,M,TS4500_25_M,1670.0,10.3,13.0,4.1,6.4,290.0,44.0,48.0,41.0,30.0,0.0,0.0,0.0,0.0,40.0,30.0,40.0,50.0,60.0,70.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,75.0,M,TS4500_75_M,1670.0,12.5,8.5,19.3,8.3,315.0,17.0,24.0,21.0,20.0,0.0,0.0,0.0,0.0,96.0,92.0,90.0,96.0,4.0,8.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,125.0,M,TS4500_125_M,1670.0,3.4,2.2,7.0,5.5,300.0,34.0,34.0,34.0,35.0,0.0,0.0,0.0,0.0,83.0,67.0,82.0,50.0,17.0,33.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,175.0,M,TS4500_175_M,1670.0,0.9,0.8,12.0,8.6,270.0,40.0,35.0,30.0,51.0,0.0,0.0,0.0,0.0,60.0,20.0,80.0,75.0,40.0,10.0,15.0,25.0,0.0,70.0,5.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TS4500,M01T10,SIM,1.0,M01T10,Terrestre,225.0,M,TS4500_225_M,1670.0,1.1,0.5,0.5,16.0,250.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,70.0,80.0,80.0,85.0,30.0,20.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,Sim,,Sim,CAMPO,,,10/31/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,25.0,E,TN1169_25_E,1390.0,0.1,0.1,0.1,0.1,360.0,28.0,20.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,90.0,95.0,95.0,8.0,10.0,5.0,5.0,1.0,4.0,1.5,4.0,8.0,0.0,1.0,8.0,12.0,42.37479167,,Sim,,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,75.0,E,TN1169_75_E,1390.0,1.0,1.0,1.0,1.0,340.0,22.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,8.0,90.0,90.0,80.0,92.0,3.5,3.5,1.5,2.2,70.0,8.0,18.0,20.0,17.0,42.3790625,,Sim,Araucaria angustifolia,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,125.0,E,TN1169_125_E,1390.0,5.0,5.0,5.0,5.0,30.0,51.0,51.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,30.0,50.0,50.0,50.0,70.0,50.0,0.9,0.5,2.0,2.5,0.0,15.0,0.0,8.0,17.0,61.99729167,,Sim,,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,175.0,E,TN1169_175_E,1390.0,3.0,3.0,3.0,3.0,60.0,2.0,8.0,12.0,25.0,0.0,10.0,20.0,5.0,5.0,5.0,5.0,5.0,50.0,8.0,10.0,15.0,45.0,77.0,65.0,75.0,0.5,1.5,1.0,2.0,5.0,0.0,0.0,2.0,12.0,59.72541667,,Sim,Baccharis sp.,,FOM,Estrada 2m do rio,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,225.0,E,TN1169_225_E,1390.0,27.0,18.0,30.0,32.0,50.0,5.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,100.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,56.58666667,,Sim,Baccharis uncinella,,FOM,Estrada 2m do rio,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,25.0,D,TN1169_25_D,1390.0,15.5,20.0,13.0,18.0,225.0,30.0,35.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,2.0,80.0,90.0,100.0,98.0,5.5,5.0,5.0,5.4,30.0,20.0,15.0,8.0,11.0,36.3346875,,Sim,Araucaria angustifolia,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,75.0,D,TN1169_75_D,1390.0,31.5,33.3,19.7,17.5,240.0,51.0,51.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,99.0,97.0,96.0,95.0,2.0,3.0,2.5,1.5,0.0,0.0,5.0,2.0,15.0,15.69208333,,Sim,Myrceugenia glauscecens,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,125.0,D,TN1169_125_D,1390.0,1.8,3.8,7.0,3.0,250.0,8.0,5.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,5.0,0.0,96.0,90.0,95.0,100.0,1.0,0.9,2.0,1.5,95.0,80.0,90.0,90.0,17.0,26.33416667,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,175.0,D,TN1169_175_D,1390.0,0.1,0.1,0.1,0.1,210.0,25.0,24.0,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,10.0,40.0,70.0,90.0,90.0,60.0,1.5,2.0,2.8,1.5,5.0,25.0,40.0,15.0,18.0,18.71,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,225.0,D,TN1169_225_D,1390.0,0.1,0.1,0.1,0.1,240.0,51.0,8.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,85.0,90.0,10.0,0.0,15.0,10.0,0.1,0.1,0.3,0.2,5.0,0.0,5.0,5.0,12.0,45.0859375,,Sim,Araucaria angustifolia + Acca sellowiana,,FOM,,,11/2/2020
TN1300,M01R01,SIM,1.0,M01R01,Ripária,25.0,C,TN1169_25_C,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.80604167,,,,,FOM,,,
TN1300,M01R01,SIM,1.0,M01R01,Ripária,75.0,C,TN1169_75_C,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.545,,,,,FOM,,,
TN1300,M01R01,SIM,1.0,M01R01,Ripária,125.0,C,TN1169_125_C,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.45145833,,,,,FOM,,,
TN1300,M01R01,SIM,1.0,M01R01,Ripária,175.0,C,TN1169_175_C,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.05947917,,,,,FOM,,,
TN1300,M01R01,SIM,1.0,M01R01,Ripária,225.0,C,TN1169_225_C,1390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0403125,,,,,FOM,,,
TN4000,M01R02,SIM,1.0,M01R02,Ripária,25.0,E,TN4000_25_E,1504.0,15.0,15.0,15.0,15.0,45.0,40.0,15.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,6.0,7.0,5.0,7.0,40.0,40.0,25.0,5.0,14.0,12.36822917,,,Drimys angustifolia + Blechnum sp.,,FOM,,,11/3/2020
